City,Code
 אלון שבות,7
 אלון שבות,7
 אלוני הבשן,2
 אליכין,4
 אליכין,4
 אליכין,4
 אליכין,4
 אליקים,2
 אלישמע,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעד,4
 אלעזר,7
 אלעזר,7
 אלעזר,7
 אלעזר,7
 אלעזר,7
 אלעזר,7
 אלפי מנשה,7
 אלפי מנשה,7
 אלפי מנשה,7
 אלפי מנשה,7
 אלקוש,2
 אלקנה,7
 אלקנה,7
 אלקנה,7
 אלקנה,7
 אלקנה,7
 אלקנה,7
 אלקנה,7
 אלקנה,7
 אלקנה,7
 אלקנה,7
 אלקנה,7
 אמציה,6
 אפרת,7
 אפרת,7
 אפרת,7
 אפרת,7
 אפרת,7
 אפרת,7
 אפרת,7
 אפרת,7
 אפרת,7
 אפרת,7
 אפרת,7
 אפרת,7
 אפרת,7
 אפרת,7
 אפרת,7
 אפרת,7
 אפרת,7
 אפרת,7
 אפרת,7
 אפרת,7
 אפרת,7
 אפרת,7
 אפרת,7
 אפרת,7
 אפרת,7
 גבעתיים,5
 ארבל,2
 אריאל,7
 אריאל,7
 אריאל,7
 אריאל,7
 אריאל,7
 אריאל,7
 אריאל,7
 אריאל,7
 אריאל,7
 אריאל,7
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדוד,6
 אשדות יעקב איחוד,2
 אשחר,2
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשקלון,6
 אשתאול,1
 אשתאול,1
 אשתאול,1
 באר טוביה,6
 באר יעקב,4
 באר יעקב,4
 באר יעקב,4
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 רמת גן,5
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 באר שבע,6
 בארות יצחק,4
 בארות יצחק,4
 בארי,6
 בטחה,6
 בירייה,2
 בית אל,7
 בית אל,7
 בית אל,7
 בית אל,7
 בית אל,7
 בית אל,7
 בית אל,7
 בית אל,7
 בית אל,7
 בית אל,7
 בית אל,7
 בית אל,7
 בית אל,7
 בית אל,7
 בית אל,7
 בית אל,7
 בית אל,7
 בית אל,7
 בארות יצחק,4
 בית אל,7
 בית אל,7
 בית גמליאל,4
 בית גמליאל,4
 בית גמליאל,4
 בית גמליאל,4
 בית גמליאל,4
 בית דגן,4
 בית דגן,4
 בית דגן,4
 בית דגן,4
 בית דגן,4
 בית דגן,4
 בית דגן,4
 בית הגדי,6
 בית העמק,2
 בית חגי,7
 בית חורון,7
 בית חורון,7
 בית חורון,7
 בית חנניה,3
 בית מאיר,1
 בית רימון,2
 בית שאן,2
 בית שאן,2
 בית שאן,2
 בית שאן,2
 בית שאן,2
 בית שאן,2
 בית שאן,2
 בית שאן,2
 בית שאן,2
 בית שאן,2
 בית שאן,2
 בית שאן,2
 בית שאן,2
 בית שאן,2
 בית שאן,2
 בית שאן,2
 בית שאן,2
 בית שאן,2
 בית שאן,2
 בית שאן,2
 בית שאן,2
 בית שאן,2
 בית שאן,2
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 בית שמש,1
 ביתר עילית,7
 ביתר עילית,7
 ביתר עילית,7
 ביתר עילית,7
 ביתר עילית,7
 ביתר עילית,7
 ביתר עילית,7
 ביתר עילית,7
 ביתר עילית,7
 ביתר עילית,7
 ביתר עילית,7
 ביתר עילית,7
 ביתר עילית,7
 ביתר עילית,7
 טבריה,2
 ביתר עילית,7
 ביתר עילית,7
 ביתר עילית,7
 ביתר עילית,7
 ביתר עילית,7
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני ברק,5
 בני דרום,4
 בני דרום,4
 בני יהודה,2
 בני עיש,4
 בני עיש,4
 בני עיש,4
 בני ראם,4
 בני ראם,4
 בני ראם,4
 בני ראם,4
 בנימינה,3
 בנימינה,3
 בנימינה,3
 בנימינה,3
 בנימינה,3
 בר יוחאי,2
 ברכיה,6
 ברכיה,6
 ברכיה,6
 ברק,2
 ברקן,7
 ברקת,4
 בת חפר,4
 בת חפר,4
 בת חפר,4
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 ראש העין,4
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 ירושלים,1
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 פרדס חנה כרכור,3
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת ים,5
 בת עין,7
 בת עין,7
 בת שלמה,3
 בת שלמה,3
 גאולי תימן,4
 גאולים,4
 גבעת ברנר,4
 גבעת השלושה,4
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת זאב,7
 גבעת יערים,1
 גבעת יערים,1
 בנימינה,3
 בנימינה,3
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 בני ראם,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעת שמואל,4
 גבעתיים,5
 גבעתיים,5
 גבעתיים,5
 גבעתיים,5
 גבעתיים,5
 גבעתיים,5
 גבעתיים,5
 גבעתיים,5
 גבעתיים,5
 גבעתיים,5
 גבעתיים,5
 גבעתיים,5
 גבעתיים,5
 גבעתיים,5
 גבעתיים,5
 גבעתיים,5
 גבעתיים,5
 גבעתיים,5
 גבעתיים,5
 גבעתיים,5
 קריית גת,6
 גבעתיים,5
 גבעתיים,5
 גבעתיים,5
 גבעתיים,5
 גבעתיים,5
 גדרה,4
 גדרה,4
 גדרה,4
 גדרה,4
 גדרה,4
 גדרה,4
 גדרה,4
 גדרה,4
 גדרה,4
 גדרה,4
 גדרה,4
 גדרה,4
 גדרה,4
 גדרה,4
 גדרה,4
 גיאה,6
 גילון,2
 גינות שומרון,7
 גינות שומרון,7
 גינות שומרון,7
 גינות שומרון,7
 גינות שומרון,7
 גיתית,7
 גמזו,4
 גמזו,4
 גמזו,4
 גן השומרון,3
 גן יבנה,4
 גן יבנה,4
 גן יבנה,4
 גן יבנה,4
 גן יבנה,4
 גן יבנה,4
 גן יבנה,4
 גן יבנה,4
 גן יבנה,4
 גן נר,2
 גן נר,2
 גן שלמה,4
 גן שמואל,3
 גני יוחנן,4
 גני תקווה,4
 גני תקווה,4
 גני תקווה,4
 גני תקווה,4
 גני תקווה,4
 גני תקווה,4
 גני תקווה,4
 גני תקווה,4
 גני תקווה,4
 גני תקווה,4
 גני תקווה,4
 גני תקווה,4
 גני תקווה,4
 גני תקווה,4
 גני תקווה,4
 גני תקווה,4
 גני תקווה,4
 גני תקווה,4
 גני תקווה,4
 גשר הזיו,2
 גת רימון,4
 דבורה,2
 דולב,7
 דולב,7
 דולב,7
 דולב,7
 דולב,7
 דימונה,6
 דימונה,6
 דימונה,6
 דימונה,6
 דימונה,6
 דימונה,6
 דימונה,6
 דימונה,6
 דימונה,6
 דימונה,6
 דימונה,6
 דימונה,6
 דימונה,6
 דימונה,6
 דימונה,6
 דימונה,6
 דימונה,6
 דימונה,6
 דימונה,6
 דימונה,6
 דישון,2
 דלתון,2
 דלתון,2
 הוד השרון,4
 הוד השרון,4
 הוד השרון,4
 הוד השרון,4
 הוד השרון,4
 הוד השרון,4
 הוד השרון,4
 הוד השרון,4
 הוד השרון,4
 הוד השרון,4
 הוד השרון,4
 הוד השרון,4
 הוד השרון,4
 הוד השרון,4
 הוד השרון,4
 הוד השרון,4
 ירושלים,1
 הוד השרון,4
 הוד השרון,4
 הזורעים,2
 הזורעים,2
 הר אדר,7
 חברון,7
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 הרצליה,5
 זבדיאל,6
 זבדיאל,6
 זיתן,4
 זיתן,4
 זיתן,4
 זכרון יעקב,3
 זכרון יעקב,3
 זכרון יעקב,3
 זכרון יעקב,3
 זכרון יעקב,3
 זכרון יעקב,3
 זכרון יעקב,3
 זכרון יעקב,3
 זכרון יעקב,3
 זכרון יעקב,3
 זכרון יעקב,3
 זכרון יעקב,3
 זכרון יעקב,3
 זכרון יעקב,3
 זכרון יעקב,3
 זכרון יעקב,3
 זכרון יעקב,3
 זנוח,1
 זרחיה,6
 חבצלת השרון,4
 חבר,2
 חברון,7
 חברון,7
 חברון,7
 חברון,7
 חגי,7
 חגי,7
 חד נס,2
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חדרה,3
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חולון,5
 חזון,2
 חיבת ציון,4
 חיננית,7
 חיננית,7
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חולון,5
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חיפה,3
 חלמיש,7
 חלמיש,7
 חמד,4
 חמד,4
 חמד,4
 חמד,4
 חמדת,7
 חנתון,2
 חספין,2
 חספין,2
 חספין,2
 חספין,2
 חפץ חיים,4
 חפץ חיים,4
 חצור הגלילית,2
 חצור הגלילית,2
 חצור הגלילית,2
 חצור הגלילית,2
 חצור הגלילית,2
 חצור הגלילית,2
 חצור הגלילית,2
 חצור הגלילית,2
 חצור הגלילית,2
 חצור הגלילית,2
 חצור הגלילית,2
 חריש,3
 חריש,3
 חריש,3
 חרמש,7
 חשמונאים,7
 חשמונאים,7
 חשמונאים,7
 חשמונאים,7
 חשמונאים,7
 חשמונאים,7
 חשמונאים,7
 חשמונאים,7
 חשמונאים,7
 חשמונאים,7
 חשמונאים,7
 חשמונאים,7
 קריית טבעון,3
 קריית טבעון,3
 קריית טבעון,3
 קריית טבעון,3
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
 טבריה,2
